╢m┬эел░╧,ецйЎ╝╨к║,дgжa░╧мqжь╕m/л╪кл░╧мqк∙╡P,дgжa▓╛┬р┴`н▒┐n(ендшд╜д╪),│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬д└░╧,лD│гелдgжaи╧е╬╜sйw,ецйЎж~дыдщ,ецйЎ╡з┤╔╝╞,▓╛┬р╝hж╕,┴`╝╙╝h╝╞,л╪кллм║A,еDнnе╬│~,еDнnл╪зў,л╪┐vз╣жиж~ды,л╪кл▓╛┬р┴`н▒┐n(ендшд╜д╪),л╪кл▓{кpоцз╜-й╨,л╪кл▓{кpоцз╜-╞U,л╪кл▓{кpоцз╜-╜├,л╪кл▓{кpоцз╜-╣j╢б,ж│╡L║▐▓z▓╒┬┤,┴`╗∙(д╕),│ц╗∙(д╕/ендшд╜д╪),иожь├■зO,иожь▓╛┬р┴`н▒┐n(ендшд╜д╪),иожь┴`╗∙(д╕),│╞╡∙,╜s╕╣
дjоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjоH╢mдjоHз°дjоH181~210╕╣,91.6,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0830428,160.69,3,2,3,ж│,╡L,3000000,18669,,0.0,0,,RPVNMLOLJHNFFDQ07CA
д╙лOел,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╙лOелжwдпи╜│╗┤фдlсY1~30╕╣,80.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0810713,132.45,4,2,2,ж│,╡L,3500000,26425,,0.0,0,,RPQOMLOLJHNFFDQ66CA
д╙лOел,дgжa,│╗┤фдlсYмq481~510жa╕╣,251.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1380500,5500,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLOLJHNFFDQ09CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mмh╖sз°мhдlкL751~780╕╣,79.91,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0681102,102.7,3,2,3,ж│,╡L,2500000,24343,,0.0,0,,RPSNMLLKKHNFFDQ09CA
╖s┤ф╢m,дgжa,дддuмq61~90жa╕╣,198.0,,дu╖~░╧,дB║╪л╪┐vе╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,7576,,0.0,0,,RPTNMLSKJHNFFCQ07CA
╖╦дf╢m,дgжa,┤хнэмq┤хкFдpмq301~330жa╕╣,450.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,450000,1000,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLMLJHNFFCQ98CA
ж╡дlел,дgжa,╖╦дfмq1051~1080жa╕╣,41.55,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,100000,2407,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPRNMLTJKHNFFBQ86CA
д╙лOел,дgжa,╣┼╖sмq511~540жa╕╣,231.32,жэ,,,1070101,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5212665,22534,,0.0,0,,RPRNMLKLJHNFFDQ98DA
│└пє╢m,дgжa,│└е_мq1441~1470жa╕╣,29.75,жэ,,,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,180000,6050,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPPNMLNKKHNFFDQ09DA
дjкL┬э,дgжa,кFкLмq751~780жa╕╣,495.76,жэ,,,1061201,дgжa9л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6000000,12103,,0.0,0,(е]зt)д╜ж@│]мIлOпdжaдзецйЎбC,RPQOMLTLJHNFFCQ17DA
ж╡дlел,дgжa,жw║╓мq451~480жa╕╣,17.0,жэ,,,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,204000,12000,,0.0,0,,RPTNMLSKJHNFFBQ07DA
д╗╕}╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дд╗╕}╢m╞Wе_з°8╛F╞Wд║241~270╕╣,1037.25,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл1иожь0,д@╝h,д@╝h,╣Aк┘,╣Aк┘,игифеL╡n░Oи╞╢╡,0660510,51.48,2,1,1,ж│,╡L,2300000,,,0.0,0,┐╦─▌╢б╢R╜ц(е└дl),RPQNMLTKJHNFFBQ86DA
ж╡дlел,дgжa,└tдl┤фмq╢╢жwдpмq121~150жa╕╣,199.44,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,438768,2200,,0.0,0,,RPPNMLSJKHNFFBQ66DA
к№и╜дs╢m,дgжa,╣Fи╣мq511~540жa╕╣,210.0,╣A,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,25200,120,,0.0,0,,RPSNMLPJKHNFFEQ86CA
▒Ўдs╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐д▒Ўдs╢m▒ЎкFз°14╛F╖s┐│╕Ї61~90╕╣,91.0,жэ,,,1061101,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0720530,159.66,4,2,3,ж│,╡L,3500000,21922,,0.0,0,,RPTNMLMJKHNFFEQ66CA
е┴╢п╢m,дgжa,ж┐нэй▒мq┐│дддpмq421~450жa╕╣,62.5,жэ,,,1061101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,756250,12100,,0.0,0,╢Rдшеtнt╛сдgжa╝Wн╚╡|104,553д╕┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPQOMLTKJHNFFCQ17EA
╖╦дf╢m,дgжa,╖╦дfмqлс┤фдpмq991~1020жa╕╣,329.83,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,500000,1516,,0.0,0,дg╝W╡|е╤╢Rдшнt╛с,RPVNMLNLJHNFFCQ07EA
ж╦▒T╢m,дgжa,е╦нэоHмq1021~1050жa╕╣,1674.82,,дsйYжaлOи|░╧,╣Aкке╬жa,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,500000,299,,0.0,0,,RPVNMLPLJHNFFEQ47EA
ж╦▒T╢m,дgжa,╡fдl╝цмq361~390жa╕╣,8178.13,,д@пы╣A╖~░╧,дЇзQе╬жa,1061201,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3958000,484,,0.0,0,,RPPNMLMLJHNFFEQ56EA
▒Ўдs╢m,дgжa,дjпєоHмq361~390жa╕╣,1938.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1700000,877,,0.0,0,,RPWNMLTLJHNFFEQ77CA
╖╦дf╢m,дgжa,мhдl╖╛мq361~390жa╕╣,75.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,225000,3000,,0.0,0,,RPQNMLNLJHNFFCQ09DA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m┐│ддз°╕q╛Ї1~30╕╣,117.9,жэ,,,1061201,дgжa2л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1050330,184.86,5,2,4,ж│,╡L,5750000,31105,,0.0,0,,RPTNMLNLJHNFFCQ76DA
д╙лOел,дgжa,╖s░ёмq╖s░ёдpмq1771~1800жa╕╣,2304.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7500000,3255,,0.0,0,,RPPNMLPJKHNFFDQ56DA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlел?╡цоH31~60╕╣,66.0,жэ,,,1061101,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0640401,81.0,2,2,1,ж│,╡L,1800000,22222,,0.0,0,,RPVNMLPLJHNFFBQ96CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m║╓┐│з°╖s┐│31~60╕╣,106.94,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061201,дgжa3л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1060829,164.11,5,3,4,ж│,╡L,5800000,35342,,0.0,0,,RPQNMLMLJHNFFCQ88CA
╖s┤ф╢m,дgжa,░ёдl└Yмq░ёдl└Yдpмq541~570жa╕╣,1511.7,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1103541,730,,0.0,0,,RPQOMLPLJHNFFCQ66CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m║╓╝╓з°29╛F░ёид1~30╕╣,22.74,жэ,,,1061201,дgжa1л╪кл1иожь0,дQд@╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830808,127.92,3,1,2,ж│,ж│,2900000,22670,,0.0,0,,RPSNMLOLJHNFFCQ66CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m║╓╝╓з°29╛F░ёид1~30╕╣,22.74,жэ,,,1061201,дgжa1л╪кл1иожь0,дQд@╝h,дQд@╝h,жэжvдj╝╙(11╝hзtеHдWж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830808,127.92,3,1,2,ж│,ж│,2900000,22670,,0.0,0,,RPTNMLOLJHNFFCQ76CA
дjкL┬э,дgжa,дЇ└Yмq361~390жa╕╣,151.01,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3800000,25164,,0.0,0,,RPPOMLNLJHNFFCQ98CA
е┴╢п╢m,дgжa,╡╫оHмqддйMдpмq691~720жa╕╣,2747.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,5522400,2010,,0.0,0,,RPROMLNLJHNFFCQ56CA
╖s┤ф╢m,дgжa,дддuмq61~90жa╕╣,122.31,,дu╖~░╧,дB║╪л╪┐vе╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1142000,9337,,0.0,0,,RPRNMLQLJHNFFCQ76CA
╖s┤ф╢m,дgжa,┤_┐│мq931~960жa╕╣,3063.77,,д@пы╣A╖~░╧,дЇзQе╬жa,1061201,дgжa6л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,400000,131,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLQLJHNFFCQ86CA
╖╦дf╢m,дgжa,мhдl╖╛мqмhд@дpмq31~60жa╕╣,322.8,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,398658,1235,,0.0,0,,RPTNMLOKKHNFFCQ76CA
д╙лOел,дgжa,│┬╝dмq1~30жa╕╣,3198.47,жэ,,,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,117071475,36602,,0.0,0,,RPQOMLTJKHNFFDQ07CA
д╙лOел,дgжa,│┬╝dмq1~30жa╕╣,74.9,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2741515,36602,,0.0,0,,RPROMLTJKHNFFDQ17CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mдj▒[з°дj▒[5╛F31~60╕╣,57.7,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0721022,108.98,3,1,1,ж│,╡L,1800000,16517,,0.0,0,,RPTNMLPLJHNFFDQ96CA
ддоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дддоH╢mйM┐│з°34╛Fдд╡╪╕Ї305л╤151~180╕╣,65.12,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0690118,105.7,2,2,2,ж│,╡L,1300000,12299,,0.0,0,,RPSNMLQLJHNFFDQ96CA
ддоH╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дддоH╢mйM┐│з°кZ╝w╡є61л╤2з╦1~30╕╣,72.46,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0660825,96.0,3,2,2,ж│,╡L,3400000,35417,,0.0,0,,RPPOMLNLJHNFFDQ09CA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢mдЇдWз°╢i╛╟╡є86л╤1~30╕╣,40.27,жэ,,,1061201,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAдT╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),жэ░╙е╬,┐√╡м▓V╛одg│y,0831012,165.07,3,2,2,ж│,╡L,2500000,15145,,0.0,0,,RPTNMLMLJHNFFDQ66CA
ддоH╢m,дgжa,╞W╝цдlмq121~150жa╕╣,455.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1760000,3868,,0.0,0,,RPOOMLTLJHNFFDQ96CA
ддоH╢m,дgжa,·[·]мq181~210жa╕╣,1763.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1061201,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1301688,738,,0.0,0,,RPXNMLNLJHNFFDQ17CA
ддоH╢m,дgжa,е╨╝dмq331~360жa╕╣,3966.94,,пSйw╣A╖~░╧,╣Aкке╬жa,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,12600000,3176,,0.0,0,,RPQNMLOLJHNFFDQ56CA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эжшкLи╜1╛Fй╛з╡╕Ї661~690╕╣,123.35,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0820316,169.43,4,3,3,ж│,╡L,4700000,27740,,0.0,0,,RPUOMLOKKHNFFCQ96CA
е┴╢п╢m,дgжa,┬∙┤ймqжєнэдpмq421~450жa╕╣,1163.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1500000,1290,,0.0,0,,RPPNMLKLKHNFFCQ68CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mкў┐│з°╢░║╓╡є37л╤1~30╕╣,101.26,жэ,,,1061201,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0701229,111.71,3,2,2,ж│,╡L,2000000,17904,,0.0,0,,RPVNMLPJKHNFFCQ96CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m┐│лnз°24╛Fй╛╕q╕Ї91~120╕╣,98.08,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэ░╙е╬,┐√╡м▓V╛одg│y,0830107,204.42,5,2,2,ж│,╡L,3800000,18589,,0.0,0,,RPVNMLTLJHNFFCQ47CA
╖s┤ф╢m,дgжa,░ё└Yмqж@йMдpмq691~720жa╕╣,2434.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,4850000,1993,,0.0,0,,RPQNMLTLJHNFFCQ96CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mкў┐│з°╢░║╓╡є10л╤61~90╕╣,84.88,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0701121,98.73,4,2,2,ж│,╡L,2230000,22587,,0.0,0,,RPXNMLTLJHNFFCQ67CA
е┴╢п╢m,дgжa,е@┐│мq901~930жa╕╣,12.28,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,111300,9064,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPPNMLOLJHNFFCQ98CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢mдх╢йз°дs╕}1~30╕╣,923.01,жэ,,,1061101,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,0920821,1165.81,48,1,48,ж│,╡L,26700000,22903,,0.0,0,,RPQOMLNLJHNFFCQ09CA
дjкL┬э,й╨жa(дgжa+л╪кл),╣┼╕q┐ддjкL┬эенкLи╜17╛Fе·й·╕Ї31~60╕╣,50.82,жэ,,,1061201,дgжa7л╪кл1иожь0,дн╝h,дн╝h,д╜┤J(5╝╙зtеHдU╡L╣q▒ш),░ъе┴жэжv,┐√╡м▓V╛одg│y,0820217,113.89,3,1,2,ж│,╡L,2630000,23092,,0.0,0,,RPRNMLPLJHNFFCQ66CA
╖╦дf╢m,дgжa,мhдl╖╛мqмhд@дpмq31~60жa╕╣,3550.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,2307500,650,,0.0,0,,RPRNMLNLJHNFFCQ09CA
е┴╢п╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐де┴╢п╢m║╓╝╓з°24╛Fл╪░ъ╕ЇдTмq124л╤1з╦1~30╕╣,59.64,░╙,,,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0661230,91.2,2,2,2,ж│,╡L,2300000,25219,,0.0,0,,RPOOMLNLJHNFFCQ88CA
кFе█╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дкFе█╢m░╞├u31~60╕╣,69.0,,╢mз°░╧,дA║╪л╪┐vе╬жa,1070101,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0731130,112.51,4,2,2,ж│,╡L,800000,7110,,0.0,0,,RPPNMLPLJHNFFBQ98CA
╕qж╦╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐д╕qж╦╢m╕qж╦151~180╕╣,123.27,жэ,,,1061201,дgжa3л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0710226,135.36,3,2,2,ж│,╡L,1680000,12411,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPUNMLNLJHNFFBQ66CA
╕qж╦╢m,дgжa,йд╕}мq1411~1440жa╕╣,268.72,жэ,,,1070101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3144024,11700,,0.0,0,,RPVNMLNLJHNFFBQ76CA
╕qж╦╢m,дgжa,╣L╕Їдlмq241~270жa╕╣,3847.0,,д@пы╣A╖~░╧,дЇзQе╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,461640,120,,0.0,0,┐╦д═бBн√дuй╬ифеLпSоэ├ЎлY╢бдзецйЎбC,RPSNMLNLJHNFFBQ09CA
ж╡дlел,дgжa,дj·A╖}мqдj╕пдpмq391~420жa╕╣,3540.0,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,24426000,6900,,0.0,0,,RPPNMLLKKHNFFBQ58CA
д╗╕}╢m,дgжa,дTйm╝dмq241~270жa╕╣,75.7,,пSйw╣A╖~░╧,дЇзQе╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,795690,10511,,0.0,0,е╗о╫ж│жXи╓и╧е╬е▓нnдзецйЎбC,RPXNMLSJKHNFFBQ37CA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlелдTжw╕Ї31~60╕╣,130.0,жэ,,,1061201,дgжa1л╪кл1иожь0,е■,е|╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одg│y,1060930,271.05,4,2,5,ж│,╡L,13300000,49068,,0.0,0,,RPPNMLLMJHNFFBQ68CA
д╙лOел,дgжa,└s╝цмq1~30жa╕╣,120.88,жэ,,,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1400170,11583,,0.0,0,,RPQNMLQLJHNFFDQ86DA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlел╛дй·╕Ї83л╤1~30╕╣,66.0,жэ,,,1070101,дgжa1л╪кл1иожь0,е■,дT╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0680623,135.93,4,1,3,ж│,╡L,3500000,25749,,0.0,0,,RPPNMLOLJHNFFBQ98DA
ж╡дlел,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╡дlел└│╡цоH850л╤1~30╕╣,126.0,,пSйw╣A╖~░╧,е╥║╪л╪┐vе╬жa,1061201,дgжa1л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,┐√╡м▓V╛одgе[▒j┐j│y,0790521,116.01,5,3,4,ж│,╡L,5550000,47841,,0.0,0,,RPVNMLQLJHNFFBQ17DA
ж╦▒T╢m,дgжa,д║оHдlмq1531~1560жa╕╣,3164.0,,дsйYжaлOи|░╧,╣Aкке╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,640000,202,,0.0,0,,RPRNMLSJKHNFFEQ07CA
╡f╕Ї╢m,дgжa,дj┤Ємq91~120жa╕╣,1377.81,,┤╦кL░╧,кL╖~е╬жa,1070101,дgжa3л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,660000,479,,0.0,0,,RPQNMLQLJHNFFEQ07EA
дЇдW╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐ддЇдW╢m▓╩╖╦з°15╛F▓╩╖╦1~30╕╣,25.81,жэ,,,1070101,дgжa1л╪кл1иожь0,д╗╝h,дC╝h,╡╪╖H(10╝hзtеHдUж│╣q▒ш),игифеL╡n░Oи╞╢╡,┐√╡м▓V╛одg│y,0830819,135.64,3,1,2,ж│,╡L,2000000,14745,,0.0,0,,RPPNMLKMJHNFFDQ98EA
╖╦дf╢m,дgжa,╖╦жшмq31~60жa╕╣,222.76,╣A,,,1061201,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1347800,6050,,0.0,0,,RPUNMLNLJHNFFCQ96EA
дjкL┬э,дgжa,▒╞дl╕Їмq▒╞дl╕Їдpмq571~600жa╕╣,3650.0,,пSйw╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,6380799,1748,,0.0,0,,RPXNMLNLJHNFFCQ27EA
╡f╕Ї╢m,дgжa,д║┬|мq631~660жa╕╣,6.0,ифеL,,,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,50000,8333,,0.0,0,╖ю╣sжaй╬ж│жXи╓и╧е╬дзецйЎбC,RPQNMLKMJHNFFEQ56EA
▒Ўдs╢m,дgжa,мьдlкLмq31~60жa╕╣,391.0,,дsйYжaлOи|░╧,д■║╪л╪┐vе╬жa,1070101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,300000,767,,0.0,0,,RPPNMLQJKHNFFEQ86EA
╡f╕Ї╢m,дgжa,ёFдl╕}мq151~180жa╕╣,4307.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1061201,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,7100000,1648,,0.0,0,,RPTNMLPLJHNFFEQ07CA
╡f╕Ї╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐д╡f╕Ї╢m╡f╕Їз°дUе█└YоH1~30╕╣,1693.0,,д@пы╣A╖~░╧,╣Aкке╬жa,1061001,дgжa1л╪кл1иожь0,д@╝hбAдG╝hбAдT╝hбAл╬│╗мЁеXкл,дT╝h,╣Aк┘,╣Aк┘,┐√╡м▓V╛одg│y,1060914,247.8,5,2,3,ж│,╡L,8580000,,,0.0,0,,RPUNMLPLJHNFFEQ17CA
ж╦▒T╢m,й╨жa(дgжa+л╪кл),╣┼╕q┐дж╦▒T╢mд╕┐│╕Ї91~120╕╣,81.16,,╢mз°░╧,дA║╪л╪┐vе╬жa,1061201,дgжa2л╪кл1иожь0,е■,дG╝h,│zд╤нэ,жэоaе╬,дь│y,0570202,67.39,2,1,1,ж│,╡L,2150000,31904,,0.0,0,,RPQNMLTLJHNFFEQ17CA
ем│U┬э,дgжa,╣L╖╛╖sмq721~750жa╕╣,4696.7,,д@пы╣A╖~░╧,╛i┤▐е╬жa,1070101,дgжa2л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,1765000,376,,0.0,0,,RPPOMLQLJHNFFBQ66DA
ддоH╢m,дgжa,│╗оHмq301~330жa╕╣,8.0,,,,1061101,дgжa1л╪кл0иожь0,,,ифеL,,,,0.0,0,0,0,ж│,╡L,3200,400,,0.0,0,жVмFй▓╛ў├Ўй╙┴╩дзо╫еєбC,RPRNMLKMJHNFFDQ09DA
