¶mÂí¥«°Ï,¯²¸î¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¯²¸î¦~¤ë¤é,¯²¸îµ§´É¼Æ,¯²¸î¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,¦³µLªþ³Ã­Ñ,Á`ÃB¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,¯²ª÷Á`ÃB¤¸,³Æµù,½s¸¹
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï±R¼w¸ô¤G¬q331~360¸¹,96.0,¦í,,,1041001,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0760506,303.28,5,3,4,¦³,µL,µL,40000,132,,0.0,0,,RPXNMLNKIIKFFBB97DC
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï¾ð§µ¸ô361~390¸¹,19.57,¦í,,,1041001,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,10,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0810419,141.1,3,2,2,¦³,µL,¦³,12500,89,,0.0,0,,RPQNMLNKIIKFFHL78CC
«n¤Ù°Ï,«Øª«,»O¤¤¥««n¤Ù°Ï¤å¤s¨½ºë¬ì¤C¸ô1~30¸¹,1223.58,¤u,,,1041006,¤g¦a0«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,3,¤u¼t,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1040514,1080.1,5,1,2,¦³,¦³,µL,252000,,,0.0,0,,RPWNMLNKIIKFFCB87CC
¦è¤Ù°Ï,¤g¦a,¤¤¸q¬q931~960¦a¸¹,302.0,¦í,,,1041006,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,µL,80000,265,,0.0,0,¤g¦a§t¦³¥¼«O¦sµn°Oªº«Øª«,RPPOMLNKIIKFFCB27CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï«C®ü¸ô¤@¬q61~90¸¹,35.0,°Ó,,,1041001,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,2,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0790423,289.65,0,0,0,µL,µL,µL,100000,345,,0.0,0,,RPROMLNKIIKFFCB47CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï°ê¦w¤@¸ô121~150¸¹,7.11,¦í,,,1040924,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,24,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0991119,69.13,2,2,1,¦³,¦³,¦³,23000,333,,0.0,0,«Î¥D¦V¥L¤H©Ó¯²¨®¦ìµ¹¯²¤á,RPWPMLNKIIKFFCB08CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ïº~¦¨µó151~180¸¹,18.77,¦í,,,1040917,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0770804,87.46000000000001,3,2,2,¦³,µL,¦³,11000,126,,0.0,0,,RPPQMLNKIIKFFCB47CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,6.92,¦í,,,1040905,¤g¦a1«Øª«1¨®¦ì0,¤Q¤K¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,46.55,1,1,1,¦³,¦³,¦³,23000,494,,0.0,0,,RPQQMLNKIIKFFCB57CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,5.63,¦í,,,1040913,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,58.64,1,1,1,¦³,¦³,¦³,23000,392,,0.0,0,,RPRQMLNKIIKFFCB67CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,6.28,¦í,,,1040914,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,97.63,1,1,1,¦³,¦³,¦³,23000,236,,0.0,0,,RPVQMLNKIIKFFCB08CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,6.28,°Ó,,,1040908,¤g¦a1«Øª«1¨®¦ì0,¤Q¤C¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,61.72,0,0,0,µL,¦³,¦³,20000,324,,0.0,0,¯²ª÷§tºÞ²z¶O¡B²Ä¥|¥x¡Bºô¸ô¶O,RPXQMLNKIIKFFCB28CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,9.74,°Ó,,,1040922,¤g¦a1«Øª«1¨®¦ì1,¤Q¤K¼h,18,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,135.32,2,2,1,¦³,¦³,¦³,23000,170,©Y¹D¥­­±,0.0,0,¯²ª÷§t¨®¦ì,RPPRMLNKIIKFFCB57CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¶i¤Æ¥_¸ô301~330¸¹,5.34,°Ó,,,1041002,¤g¦a2«Øª«1¨®¦ì0,¤G¼h,18,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941208,67.62,1,1,1,¦³,¦³,¦³,15000,222,,0.0,0,,RPSOMLNKIIKFFBB47CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¦V¤W¸ô¤@¬q451~480¸¹,239.0,¦í,,,1040901,¤g¦a2«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0831024,207.4,0,0,0,µL,µL,µL,100000,482,,0.0,0,¯²¸î½d³ò¤£§t¨®¦ì¡A¥BµLªk°Ï¤À¨®¦ì­±¿n¡C,RPWNMLNKIIKFFAB67CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï­^¤~¸ô421~450¸¹,8.6,¦í,,,1040918,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0990812,57.34,1,2,1,¦³,¦³,¦³,24000,419,,0.0,0,,RPXNMLNKIIKFFAB77CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ñ¬z¸ô¥|¬q301~330¸¹,3.31,°Ó,,,1040925,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,24,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840626,51.71,1,1,1,¦³,¦³,¦³,8000,155,,0.0,0,,RPOOMLOKIIKFFBB17CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¶i¤Æ¥_¸ô301~330¸¹,6.04,°Ó,,,1040926,¤g¦a2«Øª«1¨®¦ì0,¤Q¤G¼h,18,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941208,69.26,1,1,1,¦³,¦³,¦³,15000,217,,0.0,0,,RPTOMLOKIIKFFBB67CC
¥_°Ï,«Øª«,»O¤¤¥«¥_°Ï¤T¥Á¸ô¤T¬q31~60¸¹,0.0,°Ó,,,1040926,¤g¦a0«Øª«0¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g¥[±j¿j³y,,75.14,0,0,0,µL,µL,µL,10000,133,,0.0,0,,RPVOMLOKIIKFFBB87CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï»O¤¤¥«¥_°ÏµØ¬üµó¤G¬q271~300¸¹,52.49,¦í,,,1040930,¤g¦a3«Øª«3¨®¦ì0,,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0781102,469.81,0,0,0,µL,¦³,µL,62500,133,,0.0,0,©Ó¯²1+2¼Ó107.11/15~109~11.14¯²ª÷¬°68000,RPOPMLOKIIKFFBB27CC
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï«O¦w¤»µó121~150¸¹,12.51,¦í,,,1040917,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830523,101.46000000000001,3,2,2,¦³,¦³,¦³,16000,158,©Y¹D¥­­±,0.0,0,¯²ª÷§tºÞ²z¶O¡C,RPRPMLOKIIKFFCB67CC
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï·s¦N¸ô1~30¸¹,21.05,¦í,,,1041004,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0771210,153.18,3,2,2,¦³,¦³,µL,15500,101,,0.0,0,,RPRNMLOKIIKFFHL09DC
¤Ó¥­°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤Ó¥­°Ï·Ë¬w¦è¸ô58«Ñ61~90¸¹,117.0,¦í,,,1011008,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,4,®M©Ð(1©Ð1ÆU1½Ã),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830304,25.04,1,0,1,¦³,µL,¦³,6000,240,,0.0,0,,RPSNMLOKIIKFFHL56DC
¼æ¤l°Ï,«Øª«,»O¤¤¥«¼æ¤l°Ï³Ó§Q¸ô121~150¸¹,18.71,,,,1041006,¤g¦a0«Øª«1¨®¦ì0,¤Q¤T¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840828,142.54,4,2,2,¦³,µL,¦³,12000,84,,0.0,0,,RPPNMLOKIIKFFFL58CC
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï´º©Mµó331~360¸¹,26.32,¦í,,,1040924,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1040205,125.05,3,2,2,¦³,¦³,µL,18000,144,©Y¹D¥­­±,22.6,0,¯²ª÷§tºÞ²z¶O(¨C¤ë2200¤¸)¤Î¨®¦ì¡C,RPVQMLPKIIKFFBB28DC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤@¸ô241~270¸¹,7.97,¨ä¥L,,,1040806,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,28,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0951113,79.11,2,2,1,¦³,¦³,¦³,26000,329,©Y¹D¥­­±,32.1,0,,RPXNMLPKIIKFFCB18CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¥_¤­¸ô1~30¸¹,30.16,¨ä¥L,,,1040916,¤g¦a1«Øª«1¨®¦ì2,¤»¼h,23,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0940929,262.81,3,2,2,¦³,¦³,¦³,50000,190,©Y¹D¥­­±,37.6,0,,RPROMLPKIIKFFCB67CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¦ó­íªF¤Gµó1~30¸¹,18.57,¦í,,,1041006,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,9,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0871107,144.99,0,1,1,¦³,¦³,¦³,15000,103,,0.0,0,,RPOPMLPKIIKFFCB47CC
«n¤Ù°Ï,«Øª«,»O¤¤¥««n¤Ù°ÏªF¿³¸ô¤T¬q211~240¸¹,0.0,¦í,,,1041004,¤g¦a0«Øª«1¨®¦ì1,¤C¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960920,211.82999999999998,3,2,2,¦³,¦³,¦³,34000,161,©Y¹D¥­­±,15.03,0,,RPQPMLPKIIKFFCB67CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï»OÆW¤j¹D¤G¬q331~360¸¹,13.71,¦í,,,1040916,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,28,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥¦µn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0890603,267.12,0,0,0,µL,¦³,µL,66000,247,©Y¹D¥­­±,0.0,0,,RPTQMLPKIIKFFBB97CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¬ü§ø¸ô¤@¬q133«Ñ1~30¸¹,67.0,°Ó,,,1041012,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0620122,69.3,3,2,2,¦³,µL,µL,25000,361,,0.0,0,,RPUOMLPKIIKFFAB77CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤½¥¿¸ô121~150¸¹,25.88,¦í,,,1041014,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0780104,188.99,4,2,4,¦³,¦³,¦³,18500,98,¤É­°¥­­±,0.0,0,,RPQPMLPKIIKFFAB47CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï»OÆW¤j¹D¤G¬q181~210¸¹,7.06,¦í,,,1040916,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,24,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0790628,158.41,0,0,0,µL,¦³,µL,26500,167,©Y¹D¾÷±ñ,0.0,0,,RPXQMLPKIIKFFAB28CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤j¶©¸ô1~30¸¹,36.88,¦í,,,1040918,¤g¦a1«Øª«1¨®¦ì2,¤Q¤T¼h,14,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0791110,309.21000000000004,0,0,0,µL,¦³,µL,46770,151,©Y¹D¾÷±ñ,0.0,0,,RPPRMLPKIIKFFAB57CC
¦è°Ï,«Øª«,»O¤¤¥«¦è°Ï»OÆW¤j¹D¤G¬q271~300¸¹,0.0,,,,1040918,¤g¦a0«Øª«1¨®¦ì0,¤G¤Q¤T¼h,32,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0790926,259.86,0,0,0,µL,¦³,µL,39300,151,,0.0,0,,RPRRMLPKIIKFFAB77CC
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤j¶©¸ô1~30¸¹,29.59,¦í,,,1040921,¤g¦a1«Øª«1¨®¦ì2,¤Q¼h,14,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0791110,265.51,0,0,0,µL,¦³,µL,40000,151,©Y¹D¾÷±ñ,0.0,0,,RPSSMLPKIIKFFAB97CC
¤¤°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤¤°Ï¥ÁÅv¸ô151~180¸¹,1.93,°Ó,,,1040921,¤g¦a2«Øª«1¨®¦ì0,¤G¤Q¤G¼h,28,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,0860131,37.39,1,0,1,¦³,¦³,¦³,5000,134,,0.0,0,,RPSOMLQKIIKFFAB67CC
¥_°Ï,«Øª«,»O¤¤¥«¥_°Ï»OÆW¤j¹D¤G¬q331~360¸¹,76.0,°Ó,,,1040917,¤g¦a0«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0660620,297.74,5,0,0,µL,µL,µL,68182,229,,0.0,0,,RPROMLQKIIKFFBB67CC
¥_°Ï,«Øª«,»O¤¤¥«¥_°Ï»OÆW¤j¹D¤G¬q331~360¸¹,75.0,°Ó,,,1040917,¤g¦a0«Øª«1¨®¦ì0,¥þ,5,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0660620,325.08,5,0,0,µL,µL,µL,56818,175,,0.0,0,,RPUOMLQKIIKFFBB97CC
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï°ê±jµó61~90¸¹,890.0,¦í,,,1041001,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,5,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0680824,119.38,0,0,0,µL,µL,µL,13000,109,,0.0,0,,RPVOMLQKIIKFFBB08CC
¦è¤Ù°Ï,«Øª«,»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤G¬q181~210¸¹,0.0,¨ä¥L,,,1040930,¤g¦a0«Øª«1¨®¦ì0,¤Q¤»¼h,23,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0990930,231.2,0,0,0,µL,¦³,µL,66443,287,,0.0,0,,RPPOMLQKIIKFFCB57CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¥«¬F¸ô481~510¸¹,15.51,¨ä¥L,,,1041002,¤g¦a1«Øª«1¨®¦ì2,¤­¼h,29,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,1011219,292.69,0,0,0,µL,¦³,µL,54000,184,©Y¹D¾÷±ñ,0.0,0,,RPSOMLQKIIKFFCB87CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,8.13,°Ó,,,1040920,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,26,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,105.53,2,1,1,¦³,¦³,¦³,24000,227,©Y¹D¾÷±ñ,18.99,0,¯²ª÷§tºÞ²z¶O¡C,RPWPMLQKIIKFFCB38CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è¤Ù°Ïªe«n¸ô¤T¬q121~150¸¹,12.55,¨ä¥L,,,1040921,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,15,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0960313,105.56,1,1,1,¦³,¦³,¦³,29000,275,©Y¹D¾÷±ñ,0.0,0,¯²ª÷§tºÞ²z¶O¡C,RPOQMLQKIIKFFCB67CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï»OÆW¤j¹D¤T¬q61~90¸¹,5.32,¦í,,,1040921,¤g¦a1«Øª«1¨®¦ì0,¤Q¤E¼h,22,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950816,82.39,2,2,1,¦³,¦³,¦³,20000,243,,0.0,0,¯²ª÷§tºÞ²z¶O¡C,RPWQMLQKIIKFFCB48CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,5.27,°Ó,,,1040922,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,26,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,58.489999999999995,1,1,1,¦³,¦³,¦³,15000,256,,0.0,0,¯²ª÷§tºÞ²z¶O¡C,RPORMLQKIIKFFCB77CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤å¤ß¸ô¤T¬q1~30¸¹,5.55,°Ó,,,1040918,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,26,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0980813,61.72,1,1,1,¦³,¦³,¦³,16500,267,,0.0,0,¯²ª÷§tºÞ²z¶O,RPQRMLQKIIKFFCB97CC
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n¤Ù°Ïªe«n¸ô¥|¬q331~360¸¹,16.09,¦í,,,1041013,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,17,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0831122,172.06,3,2,2,¦³,µL,¦³,35000,203,,0.0,0,,RPRSMLQKIIKFFCB18CC
²M¤ô°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«²M¤ô°ÏÁ{´ä¸ô70«Ñ31~60¸¹,18.45,¦í,,,1040506,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830330,46.6,5,2,3,¦³,µL,¦³,8000,172,¨ä¥L,0.0,0,,RPTNMLQKIIKFFCL88CC
¦è¤Ù°Ï,«Øª«,»O¤¤¥«¦è¤Ù°Ï¥«¬F¸ô91~120¸¹,12.09,°Ó,,,1041010,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,19,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970926,131.58,0,0,0,µL,¦³,¦³,37000,281,,0.0,0,,RPSPMLQKIIKFFCB08DC
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï¤T¿³µó42«Ñ1~30¸¹,110.27,¦í,,,1040929,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0951107,168.42,4,2,3,¦³,µL,µL,26000,154,,0.0,0,,RPPOMLQKIIKFFGL09DC
¤j¨½°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¤j¨½°Ï·s©Mµó31~60¸¹,34.22,¦í,,,1041016,¤g¦a4«Øª«1¨®¦ì0,¤@¼h,6,µØ·H(10¼h§t¥H¤U¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0790620,132.24,0,3,2,¦³,¦³,¦³,10000,76,,0.0,0,,RPROMLQKIIKFFGL66DC
Â×­ì°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«Â×­ì°Ï¤TÂ×¸ô691~720¸¹,98.05,¨ä¥L,,,1041010,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0800610,130.65,5,2,5,¦³,µL,µL,38000,291,,0.0,0,,RPPNMLRKIIKFFAL38CC
«n¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥««n¤Ù°Ï¥Ã¬KªF¸ô1111~1140¸¹,1566.0,¦í,,,1041016,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,16,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840601,80.99,2,2,1,¦³,¦³,¦³,12000,148,©Y¹D¾÷±ñ,0.0,0,,RPQNMLRKIIKFFCB67CC
¦è¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è¤Ù°Ï¤¤±dµó91~120¸¹,127.59,¦í,,,1040924,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0780428,287.32,5,2,3,¦³,µL,µL,25000,87,,0.0,0,,RPXNMLTKIIKFFCB58CC
