¶mÂí¥«°Ï,¯²¸î¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¯²¸î¦~¤ë¤é,¯²¸îµ§´É¼Æ,¯²¸î¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,¦³µLªþ³Ã­Ñ,Á`ÃB¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¯²¸îÁ`­±¿n¥­¤è¤½¤Ø,¯²ª÷Á`ÃB¤¸,³Æµù,½s¸¹
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«­d¶®°Ï¤¯·R¤Tµó271~300¸¹,23.53,¦í,,,1050331,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010215,236.56,4,2,2,¦³,¦³,¦³,41000,173,©Y¹D¥­­±,18.16,0,,RPTOMLNKMHLFFBE28CC
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï´_¿³µó1~30¸¹,12.15,°Ó,,,1050408,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,14,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020517,94.2,2,2,1,¦³,¦³,¦³,20000,212,,0.0,0,,RPVOMLNKMHLFFBE48CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï·s¥ú¸ô31~60¸¹,0.0,°Ó,,,1050412,¤g¦a0«Øª«1¨®¦ì0,¤G¤Q¤T¼h,42,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿û°©¿ûµ¬²V¾®¤g³y,0810725,209.76,0,0,0,µL,¦³,µL,23000,110,,0.0,0,,RPWOMLNKMHLFFBE58CC
ºX¬z°Ï,¤g¦a,ºX´ä¬q751~780¦a¸¹,280.0,°Ó,,,1050404,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,µL,30000,107,,0.0,0,,RPTNMLNKMHLFFAE08CC
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°Ï¹ª¤s°Ï«C®ü¸ô31~60¸¹,24.28,¦í,,,1050408,¤g¦a1«Øª«1¨®¦ì1,¤Q¤K¼h,24,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020619,237.05,3,2,2,¦³,¦³,¦³,35000,148,©Y¹D¥­­±,26.86,0,,RPWNMLNKMHLFFAE38CC
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥««eª÷°Ï¤C½å¤G¸ô271~300¸¹,16.6,°Ó,,,1050408,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010926,150.35999999999999,3,2,2,¦³,¦³,¦³,32000,213,©Y¹D¥­­±,19.31,0,,RPXNMLNKMHLFFAE48CC
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¹ª¤s°ÏÀs¤ô¤G¸ô1~30¸¹,8.46,¦í,,,1050410,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,25,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1030225,298.34000000000003,3,2,2,¦³,¦³,¦³,50000,168,©Y¹D¥­­±,29.64,0,,RPOOMLNKMHLFFAE67CC
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¹ª¤s°ÏµØºa¸ô301~330¸¹,65.0,¦í,,,1050407,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0680316,144.6,3,2,2,¦³,µL,µL,50000,346,,0.0,0,,RPUOMLNKMHLFFAE28CC
«eÂí°Ï,«Øª«,°ª¶¯¥««eÂí°ÏªL´Ë¤T¸ô31~60¸¹,86.0,°Ó,,,1050322,¤g¦a0«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0670626,41.41,0,0,0,µL,µL,µL,18000,435,,0.0,0,,RPVNMLNKMHLFFCE48CC
«eÂí°Ï,«Øª«,°ª¶¯¥««eÂí°Ï¤@¤ß¤G¸ô31~60¸¹,0.0,°Ó,,,1050413,¤g¦a0«Øª«1¨®¦ì0,¤Q¼h,12,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0790704,181.82,0,0,0,µL,¦³,µL,15000,82,,0.0,0,,RPPOMLNKMHLFFCE97CC
¤p´ä°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤p´ä°Ï§»¥úµó451~480¸¹,25.41,¨ä¥L,,,1050413,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,7,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830929,159.92,3,2,2,¦³,µL,µL,20000,125,,0.0,0,,RPQOMLNKMHLFFCE08CC
³¾ªQ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«³¾ªQ°ÏªQ®H¥_«Ñ1~30¸¹,15.22,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1050413,¤g¦a2«Øª«1¨®¦ì0,¤E¼h,16,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840915,73.28,1,1,1,¦³,¦³,¦³,8500,116,,0.0,0,,RPWNMLNKMHLFFIE56CC
»ñ¤s°Ï,«Øª«,°ª¶¯¥«»ñ¤s°Ï·ç¿³¸ô451~480¸¹,0.0,¦í,,,1050407,¤g¦a0«Øª«1¨®¦ì2,¨£¨ä¥Lµn°O¨Æ¶µ,14,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1010502,346.04,0,0,0,µL,¦³,µL,30000,87,©Y¹D¥­­±,132.35,0,¨T¨®¨®¦ì*1+¾÷¨®¨®¦ì*1,RPPOMLNKMHLFFGE38CC
´ò¤º°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«´ò¤º°Ï¤¤¤s¸ô¤@¬q385«Ñ61~90¸¹,51.68,¦í,,,1050413,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,5,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830429,115.15,4,2,2,¦³,µL,¦³,8500,74,,0.0,0,,RPOOMLNKMHLFFJE58CC
·£±ê°Ï,¤g¦a,²÷¥ú¬q¥|¤p¬q1321~1350¦a¸¹,87.0,°Ó,,,1050412,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,µL,30000,345,,0.0,0,¦³¦a¤W«Øª«¡AµL«O¦sµn°O,RPVOMLNKMHLFFEE78CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j¶¶¤G¸ô841~870¸¹,6.08,°Ó,,,1050412,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950621,77.02,2,1,1,¦³,µL,¦³,12000,156,,0.0,0,,RPXNMLOKMHLFFDE88CC
©£¤s°Ï,«Øª«,°ª¶¯¥«©£¤s°ÏµØ¶é¸ô91~120¸¹,67.73,¦í,,,1050413,¤g¦a0«Øª«1¨®¦ì0,¤G¼h,8,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0830120,307.81,1,2,2,¦³,µL,µL,19000,62,,0.0,0,¤@¼Ó³¡¤À¤Î¤G¼Ó¥þ³¡,RPSNMLOKMHLFFFE58CC
«eÂí°Ï,«Øª«,°ª¶¯¥««eÂí°Ï¾G©M«n¸ô391~420¸¹,9.39,°Ó,,,1050411,¤g¦a0«Øª«1¨®¦ì0,¤@¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0951121,39.24,0,0,0,µL,µL,µL,18000,459,,0.0,0,,RPOOMLOKMHLFFCE97CC
«eÂí°Ï,«Øª«,°ª¶¯¥««eÂí°Ï¾G©M«n¸ô391~420¸¹,9.39,°Ó,,,1050411,¤g¦a0«Øª«1¨®¦ì0,§¨¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,0951121,20.17,0,0,0,µL,µL,µL,6000,297,,0.0,0,,RPPOMLOKMHLFFCE08CC
·s¿³°Ï,«Øª«,°ª¶¯¥«·s¿³°Ï¤¤¤s¤@¸ô1~30¸¹,165.0,°Ó,,,1050408,¤g¦a0«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,2,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0970509,310.29,0,0,0,µL,µL,µL,120000,387,,0.0,0,¤g¦a¦@¦P¨Ï¥Î¡A°Ó³õ¥X¯²,RPWNMLOKMHLFFBE58CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï¤T¦h¤T¸ô211~240¸¹,0.0,°Ó,,,1050324,¤g¦a0«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,,¥[±j¿j³y,0620227,213.13,0,0,2,¦³,µL,µL,135000,633,,0.0,0,,RPSNMLPKMHLFFBE28CC
¹ª¤s°Ï,«Øª«,°ª¶¯¥«¹ª¤s°Ï¸Î¸Û¸ô1081~1110¸¹,0.0,°Ó,,,1050318,¤g¦a0«Øª«1¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,14,©±­±(©±¾Q),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0931216,374.26,0,0,0,µL,¦³,µL,350000,935,,0.0,0,¯²ª÷:²Ä1-5¦~.¨C¤ë35¸U¥¼µ|¡F²Ä6-10¦~.¨C¤ë37.8¸U¥¼µ|,RPPOMLPKMHLFFAE97CC
¤jªÀ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤jªÀ°Ï¤T¥Á¸ô151~180¸¹,168.0,¦í,,,1050415,¤g¦a0«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0590730,67.65,10,3,7,¦³,µL,¦³,25000,370,,0.0,0,,RPSNMLPKMHLFFIE98CC
¤¯ªZ°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤¯ªZ°Ï¥Ã¤¯µó1~30¸¹,230.86,¦í,,,1050318,¤g¦a3«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1010807,336.11,2,3,3,¦³,µL,µL,23000,68,,0.0,0,¯²¸î2-4¼Ó,RPUNMLPKMHLFFIE56CC
¤j¼d°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤j¼d°Ï»ñªL¤T¸ô661~690¸¹,120.0,¦í,,,1050321,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0671011,174.15,1,0,1,¦³,µL,¦³,5500,32,,0.0,0,¥»´É³z¤Ñ¬°®M©Ð¥X¯²¡A¥»¥ó¬°©Ó¯²®M©Ð3-1¸¹,RPXNMLPKMHLFFLE17CC
¤j¼d°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤j¼d°Ï»ñªL¤T¸ô661~690¸¹,120.0,¦í,,,1050321,¤g¦a2«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0671011,174.15,1,0,1,¦³,µL,¦³,5000,29,,0.0,0,¥»´É³z¤Ñ¬°®M©Ð¥X¯²¡A¥»¥ó©Ó¯²®M©Ð3-2¸¹,RPOOMLPKMHLFFLE98CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤E¦p¤G¸ô571~600¸¹,16.98,°Ó,,,1050411,¤g¦a2«Øª«1¨®¦ì1,¤Q¤E¼h,20,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),,¿ûµ¬²V¾®¤g³y,0800919,213.91,2,2,0,¦³,¦³,¦³,24000,112,©Y¹D¥­­±,0.0,0,,RPRNMLPKMHLFFDE38CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°ÏÆW¤¤µó301~330¸¹,82.32,¦í,,,1050317,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,5,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0940825,45.6,0,0,0,µL,µL,µL,21000,461,,0.0,0,,RPVNMLPKMHLFFDE78CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¤j¶¶¤G¸ô425«Ñ26§Ë1~30¸¹,41.0,°Ó,,,1050323,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,,¥[±j¿j³y,0570710,67.8,2,2,1,¦³,µL,µL,7000,103,,0.0,0,,RPWNMLPKMHLFFDE88CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï«Ø°ê¤G¸ô1~30¸¹,105.0,°Ó,,,1050317,¤g¦a1«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,,¿ûµ¬²V¾®¤g³y,0630627,346.04,1,4,4,¦³,µL,µL,38000,110,,0.0,0,,RPXNMLPKMHLFFDE98CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¤T¥Á°Ï¤¤µØ¤G¸ô331~360¸¹,11.57,¦í,,,1050317,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,12,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031002,96.75999999999999,1,1,1,¦³,µL,¦³,17000,176,©Y¹D¾÷±ñ,0.0,0,,RPOOMLPKMHLFFDE18CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ïº~¤fµó31~60¸¹,58.0,¦í,,,1050319,¤g¦a1«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0550528,109.15,3,2,3,¦³,µL,¦³,18000,165,,0.0,0,,RPQOMLPKMHLFFDE38CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï»ñ¥_¸ô151~180¸¹,102.0,¦í,,,1050410,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,2,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1030925,118.14,0,0,0,µL,µL,µL,15000,127,,0.0,0,,RPPNMLQKMHLFFGE58CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«­d¶®°Ï«Ø°ê¤@¸ô199«Ñ3§Ë1~30¸¹,23.63,°Ó,,,1050415,¤g¦a1«Øª«2¨®¦ì1,¤Q¤T¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851221,139.14,4,2,2,¦³,¦³,¦³,19000,137,©Y¹D¥­­±,23.13,0,,RPPNMLQKMHLFFBE08CC
·s¿³°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·s¿³°Ï¤C½å¤G¸ô1~30¸¹,334.0,°Ó,,,1050415,¤g¦a1«Øª«4¨®¦ì0,¥þ,2,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0750602,552.79,2,2,2,¦³,µL,µL,160000,289,,0.0,0,,RPRNMLQKMHLFFBE28CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«­d¶®°Ï¥¿¨¥¸ô31~60¸¹,19.48,°Ó,,,1050406,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,11,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0830131,190.18,0,0,0,µL,µL,µL,21000,110,,0.0,0,¯²¸î¼h¦¸1+2¼Ó,RPVNMLSKMHLFFBE88CC
­d¶®°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«­d¶®°Ï¤¤¥¿¤@¸ô211~240¸¹,13.1,°Ó,,,1050328,¤g¦a1«Øª«1¨®¦ì1,¤T¼h,29,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1010705,248.63,3,2,2,¦³,¦³,¦³,35000,141,©Y¹D¥­­±,0.0,0,§tºÞ²z¶O,RPQOMLSKMHLFFBE48CC
­d¶®°Ï,«Øª«,°ª¶¯¥«­d¶®°Ï¥|ºû¤T¸ô241~270¸¹,0.0,°Ó,,,1050414,¤g¦a0«Øª«1¨®¦ì0,¤E¼h,12,¿ì¤½°Ó·~¤j¼Ó,,¿ûµ¬²V¾®¤g³y,0781109,56.0,0,0,0,µL,¦³,µL,9500,170,,0.0,0,,RPWOMLSKMHLFFBE09CC
·s¿³°Ï,«Øª«,°ª¶¯¥«·s¿³°Ï¥ÁÅv¤@¸ô241~270¸¹,0.0,°Ó,,,1050415,¤g¦a0«Øª«1¨®¦ì1,¤Q¤@¼h,28,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0820304,193.03000000000003,0,0,0,µL,¦³,µL,25000,130,©Y¹D¾÷±ñ,0.0,0,¯²ª÷25000¤¸§t¤@­Ó©Y¹D¾÷±ñ¨®¦ì,RPXOMLSKMHLFFBE56CC
·s¿³°Ï,«Øª«,°ª¶¯¥«·s¿³°Ï¤¤¤s¤@¸ô91~120¸¹,0.0,°Ó,,,1050418,¤g¦a0«Øª«1¨®¦ì0,¤K¼h,10,¿ì¤½°Ó·~¤j¼Ó,,¿ûµ¬²V¾®¤g³y,0651124,48.93,0,0,0,µL,¦³,µL,9500,194,,0.0,0,,RPOPMLSKMHLFFBE38CC
«eª÷°Ï,«Øª«,°ª¶¯¥««eª÷°Ï¤­ºÖ¤T¸ô61~90¸¹,0.0,°Ó,,,1050414,¤g¦a0«Øª«1¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,3,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0730313,122.83,0,0,0,µL,µL,µL,80000,651,,0.0,0,,RPXNMLSKMHLFFAE98CC
«eª÷°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eª÷°Ï¤­ºÖ¤T¸ô61~90¸¹,639.0,°Ó,,,1050414,¤g¦a2«Øª«1¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,3,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0730313,731.23,0,0,0,µL,µL,µL,80000,109,,0.0,0,,RPPOMLSKMHLFFAE28CC
«eª÷°Ï,«Øª«,°ª¶¯¥««eª÷°Ï¤­ºÖ¤T¸ô61~90¸¹,0.0,°Ó,,,1050414,¤g¦a0«Øª«1¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,3,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0730313,755.87,0,0,0,µL,µL,µL,240000,318,,0.0,0,,RPSOMLSKMHLFFAE58CC
¹ª¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¹ª¤s°Ï¤å©¾¸ô91~120¸¹,4.89,°Ó,,,1050323,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,16,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0800810,69.53,2,1,1,¦³,¦³,¦³,8500,122,,0.0,0,§tºÞ²z¶O,RPWOMLSKMHLFFAE98CC
«eÂí°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥««eÂí°Ï¤@¤ß¤G¸ô91~120¸¹,20.14,°Ó,,,1050412,¤g¦a1«Øª«2¨®¦ì0,¨£¨ä¥¦µn°O¨Æ¶µ,12,©±­±(©±¾Q),,¿ûµ¬²V¾®¤g³y,0701221,351.92,0,0,1,¦³,¦³,µL,180000,511,,0.0,0,,RPWNMLSKMHLFFCE09CC
«eÂí°Ï,«Øª«,°ª¶¯¥««eÂí°Ï¤@¤ß¤G¸ô91~120¸¹,0.0,°Ó,,,1050415,¤g¦a0«Øª«1¨®¦ì0,¤C¼h,12,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0800508,109.09,0,0,0,µL,¦³,µL,12000,110,,0.0,0,,RPOOMLSKMHLFFCE38CC
¤¯ªZ°Ï,«Øª«,°ª¶¯¥«¤¯ªZ°Ï¤¯¶¯¸ô1~30¸¹,81.0,¦í,,,1050418,¤g¦a0«Øª«1¨®¦ì0,¥þ,4,³z¤Ñ­í,¨£¨Ï¥Î°õ·Ó,¿ûµ¬²V¾®¤g³y,0840110,37.4,0,0,0,µL,µL,µL,12000,321,,0.0,0,,RPRNMLSKMHLFFIE56CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°ÏªL´Ë¸ô400«Ñ1~30¸¹,409.0,¦í,,,1050411,¤g¦a2«Øª«1¨®¦ì0,¥þ,1,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0700810,168.54,0,0,0,µL,µL,¦³,46000,273,,0.0,0,,RPSNMLSKMHLFFGE56DC
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¤å©²¸ô361~390¸¹,102.5,¦í,,,1050301,¤g¦a1«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0940907,189.28,2,2,3,¦³,µL,µL,30000,158,,0.0,0,,RPUNMLSKMHLFFEE56DC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï«Ø¤¸¸ô1~30¸¹,23.45,¦í,,,1050418,¤g¦a2«Øª«1¨®¦ì0,¤@¼h,7,µØ·H(10¼h§t¥H¤U¦³¹q±è),°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0830104,43.67,2,3,2,¦³,¦³,µL,25000,572,,0.0,0,,RPVPMLSKMHLFFDE66CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô794«Ñ1~30¸¹,4800.0,¦í,,,1050401,¤g¦a1«Øª«1¨®¦ì0,¨£¨ä¥Lµn°O¨Æ¶µ,24,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0850719,101.24,2,2,3,¦³,µL,¦³,19000,188,,0.0,0,,RPQQMLSKMHLFFDE88CC
¤T¥Á°Ï,«Øª«,°ª¶¯¥«¤T¥Á°Ï¥Á±Ú¤@¸ô301~330¸¹,0.0,¦í,,,1050413,¤g¦a0«Øª«1¨®¦ì0,¥þ,2,³z¤Ñ­í,,¥[±j¿j³y,0570102,121.71,5,2,3,¦³,µL,µL,18000,148,,0.0,0,,RPRQMLSKMHLFFDE98CC
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï«O¹tµó31~60¸¹,6.55,°Ó,,,1050401,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1031104,90.07,1,1,1,¦³,¦³,¦³,15000,167,,0.0,0,,RPTPMLSKMHLFFEE56CC
¤T¥Á°Ï,¤g¦a,¤j´ä¬q¤T¤p¬q781~810¦a¸¹,183.0,°Ó,,,1050406,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,¦³,30000,164,,0.0,0,,RPQNMLTKMHLFFDE68CC
¤T¥Á°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¤T¥Á°Ï©÷¸Îµó91~120¸¹,14.57,¦í,,,1050406,¤g¦a1«Øª«1¨®¦ì0,¤Q¤T¼h,13,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840823,114.27,4,2,2,¦³,¦³,¦³,16000,140,,0.0,0,,RPVNMLTKMHLFFDE56CC
©£¤s°Ï,«Øª«,°ª¶¯¥«©£¤s°Ï©£¤s¸ô269«Ñ31~60¸¹,75.0,°Ó,,,1050415,¤g¦a0«Øª«1¨®¦ì0,¥þ,3,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0661125,38.13,1,0,1,¦³,µL,¦³,5500,144,,0.0,0,,RPPNMLTKMHLFFFE78CC
»ñ¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«»ñ¤s°Ï¥_©÷¤G¸ô1~30¸¹,26.67,¦í,,,1050417,¤g¦a1«Øª«1¨®¦ì0,¤Q¤G¼h,15,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1030221,152.06,3,2,2,¦³,µL,¦³,14000,92,,0.0,0,,RPOOMLTKMHLFFGE88CC
